top_mode_smiles,n_distinct_products
CC(C)N.COc1cc2[nH]ncc2cc1Nc1ncnc2sc3c(c12)CCC(C(=O)O)C3,1
COc1cc([N+](=O)[O-])ccc1S(=O)(=O)Cl.NC1(c2ccccc2Cl)C(=O)Nc2ccc(Cl)cc21,1
CN(C)c1nc(NC2CCC(CNC(=O)OC(C)(C)C)CC2)nc2ccccc12,1
CC(=O)Nc1ccc(CCC(=O)O)cc1.Cc1cc(OCc2ccccn2)c2cccc(OCc3c(Cl)ccc(N(C)C(=O)CN)c3Cl)c2n1,1
O=C(OCc1ccccc1)N1CCC2(CC1)c1ccccc1CS2=O,1
CC(=O)Nc1cc2nc(C)c(Br)cc2cn1.CC(C)(C)OC(=O)Nc1cc(B2OC(C)(C)C(C)(C)O2)c(F)cc1F,1
COC(=O)c1ccc(N2CCN(C)CC2)c(F)c1,1
CC(N)C(=O)Nc1cc(CO)cc(Nc2c3ccccc3nc3ccccc23)c1.CCc1nc(OC)c(NC(=O)N2CCN(c3cccc(F)c3)CC2)cc1C(=O)O,1
COc1ccc(C(C)N2CC(C(C)O)CC2=O)cc1.Cc1nc2cc(Cl)nc(Cl)c2n1C,1
N#CCc1ccc2c(c1)OCCC2N.O=C(O)CC(NS(=O)(=O)c1cccc(C(F)(F)F)c1)c1ccccc1,1
COC(=O)C(O)Cc1ccccc1.Oc1c(Br)cc(-c2c3ccccc3c(Br)c3sc4ccccc4c23)cc1Br,1
CCOC(=O)c1cc(C#N)c(Cl)nc1C.COC(C(=O)NS(=O)(=O)C1CCNCC1)c1ccccc1,1
CC1COCCN1c1cc(C2(S(=O)(=O)c3ccc(F)cn3)CC2)nc(-c2ccc(N)cc2)n1.O=C(Cl)Oc1ccccc1,1
Cc1cccc(Cl)c1S(=O)(=O)N1CCn2cccc2C1C(=O)O,1
C1COCCN1.Cc1nnc(-c2ccc3occ(-c4ccc(C(=O)O)c(F)c4)c3c2)o1,1
CCN1C(=O)C(C)(C)c2cc3[nH]c(-c4n[nH]cc4N)nc3cc21.O=C(Cl)c1ccncc1,1
CC(C)(C)c1ccc(CCO)cc1.Clc1ncnc2ccccc12,1
COC(=O)COc1ccc2ncc(OCCN3CCC(N)CC3)nc2c1.O=C1CSc2ccc(C(=O)O)cc2N1,1
C1CCNC1.Cc1ccc(-c2cn(CC(=O)O)nn2)cc1C(=O)c1ccc(Nc2ccc(F)cc2F)cc1Cl,1
COC(=O)CCC(CCBr)CCCCNS(=O)(=O)c1ccc(Cl)cc1.c1c[nH]cn1,1
COC(=O)c1ccc2c(c1)CC(C)(C)C(c1cc(OC)cc(N3CCOCC3)c1)N2,1
O=C(Cl)c1ccc([N+](=O)[O-])cc1.O=C1COCC(C(O)c2ccccc2)N1,1
COC(=O)c1nnn(Cc2ccc(Cl)c(Cl)c2)c1C,1
COCCN(C)c1cc(NC(=O)OC(C)(C)C)c(N)cc1Cl.Cc1cc(-c2cc(C(=O)CC(=O)OC(C)(C)C)ccn2)on1,1
COC(=O)C1Cc2nc(-c3ccc(OC4CC(N5CCCCC5)C4)cc3)sc2C1,1
CC(C)CC(NCC(=O)NOCc1ccccc1)C(=O)NC(Cc1ccc2ccccc2c1)C(=O)O.CC(N)C(N)=O,1
CCCNC(=O)c1ccc([N+](=O)[O-])cc1,1
COC(=O)c1cn(Cc2c(F)cccc2F)nn1,1
Cc1cc(Nc2ncnc3ccc(C=O)cc23)ccc1Oc1ccccc1.NN,1
Fc1cnc(Cl)nc1Cl.c1ccc2[nH]ccc2c1,1
NC1CC1.O=C(O)c1ccc(-c2csc(NC(=O)C3CSC(c4cncs4)N3C(=O)OCc3ccccc3)n2)cc1,1
CCOC(OCC)C(C)N(Cc1cccc2ccccc12)C(=O)C(CC(=O)NC(c1ccccc1)(c1ccccc1)c1ccccc1)NC(=O)OC(C)(C)C,1
Cc1cc(F)c(C#N)cc1[N+](=O)[O-],1
COC(=O)C1C2CCCCC2CN1C(=O)C(C)NC(CCc1ccccc1)C(=O)O,1
BrCc1ccccc1.CC1(C)OCC(CO)CO1,1
COC(=O)CC(O)CC(=O)C=Cc1c(C)cc(C)cc1-c1ccc(F)c(C)c1,1
NCCOc1ccccc1Br.O=Cc1ccccn1,1
COC(=O)CC1COc2cc(OC3CCc4c(O)ccc(F)c43)ccc21.Oc1cccnc1,1
CC(C)(C)c1ccc(S)cc1.ClCCCCCOc1ccc(C2=C(c3ccccc3)CCCc3cc(OC4CCCCO4)ccc32)cc1,1
CC1CC(NC(=O)OC(C)(C)C)CN(Cc2ccccc2)C1,1
COC(=O)c1oc(N2CCCC2)cc1C,1
COC(=O)c1ccc(CNC23CC4CC(CC(C4)C2)C3)cc1,1
O=C(Nc1ccc(Cl)c(Cl)c1)c1cccnc1Cl.Oc1cccc(C(F)(F)F)c1,1
CCCCCCCCCCCCCCCCCCN(C)C.CN(C)c1ccc(C(=O)NCCCCl)cc1,1
COC(=O)c1cc(Br)co1,1
O=C(Cl)OCc1ccccc1.O=C(O)C1CC(Cc2ccccc2)CN1,1
N#CC(N)=C(N)C#N.O=Cc1c(Cl)cc(C(F)(F)F)cc1Cl,1
O=C(NCC(F)(F)c1ncccn1)OCc1ccccc1,1
CCOc1nnc(-c2cc(C(=O)O)c(CC)cc2CC)[nH]1.N#Cc1ccc(C2CCNCC2)cc1,1
CCOC(=O)c1ccc(C)c(O)c1.Cc1cccc(C)c1CCl,1
Cc1c(N(Cc2ccc(C#N)cc2)Cc2ccc(Oc3cccc(O)c3)cc2)cccc1[N+](=O)[O-].OCCc1cccs1,1
CN.O=c1cc(Cl)ncn1Cc1ccccc1,1
CC(c1ccc(B2OC(C)(C)C(C)(C)O2)cc1)N1CCC(CC(C)(C)O)(c2ccccc2)OC1=O.CCOC(=O)C1(c2cc(Cl)ccn2)CC1,1
C1CCNC1.COc1cc2c(C(=O)O)cnc(CNC(=O)OC(C)(C)C)c2cc1OC,1
CC(C)c1nccn1-c1nc(-c2ccc(Cl)cc2)c(CCCO)o1.Cc1ccccc1O,1
COc1cc2c(cc1OC)C(Cc1ccc(F)cc1)N(C(=O)CNC(=O)OC(C)(C)C)CC2,1
COC(=O)c1cc([N+](=O)[O-])cc(S(F)(F)(F)(F)F)c1,1
CC(C)(C)CC(NC(=O)OCc1ccccc1)C12OCC(C)(CO1)CO2,1
CC1(C)OCC(Cn2cc(C(=O)NCc3ccc(Cl)cc3)c(=O)c3cc(CCl)sc32)O1.CNCC(O)c1cc2ccccc2o1,1
CC(O)CCO[Si](C(C)C)(C(C)C)C(C)C.Oc1cc(F)ccc1F,1
CCOC(=O)c1nc(C#N)c2[nH]c(Br)c(Br)c2c1O.COc1ccc(CCl)cc1,1
[N-]=[N+]=NC1COC2c3cc(F)ccc3Cc3ccccc3C2C1,1
CCCI.O=[N+]([O-])c1ccc(O)c(CO)c1,1
CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.NCC(c1ccccc1)c1ccccc1,1
CC(c1oc(=O)c2ccccc2c1C1=CCN(C(=O)OC(C)(C)C)CC1)n1nc(I)c2c(N)ncnc21,1
O=C(NC1CCCOC1)c1cccc(Br)n1.OB(O)c1cccc(Cl)c1,1
CC(C)(C)OC(=O)CC(=O)c1ccc(C#N)s1.CC(C)(C)OC(=O)Nc1cc(OC(C)(C)C)c(-c2ccccc2F)cc1N,1
CC(C)N.FC(F)(F)c1ccc(-c2noc(CCl)n2)cc1,1
CC(C)(C)OC(=O)NCCSCc1csc(=NC2NCCN2)[nH]1,1
C=C(C)C(=O)O.COc1ccc(C=CC(=O)N2CCC(O)CC2)cc1,1
O=C1C2c3cc(Cl)ccc3Oc3ccccc3C2CN1Cc1ccccc1,1
C#C[Si](C)(C)C.COC(=O)Cc1ccc(F)cc1Br,1
O=C(Cl)Oc1ccc([N+](=O)[O-])cc1.O=C1N(C2CCC(O)CC2)CCC12CCCNC2,1
Cc1c(C=O)[nH]c2c1C(=O)N(CCN1CCCCC1)CCC2.O=C1Cc2c(Br)cccc2N1,1
CI.COc1ccc(C2C(CO)c3ccc(OC)cc3C3CCCCC32)cc1,1
NC1(c2ccc(-c3nc4ccn5c(-c6ncccn6)nnc5c4cc3-c3ccccc3)cc2)CC2(C1)OCCO2.O=C(O)C(F)(F)F,1
CC(C)(C)C(=O)Cl.Cc1cc(Nc2ncnc3ccn(CCN)c23)ccc1Oc1cccc2sncc12,1
C1CCNC1.O=C(O)c1cc2cc(OCCCN3CCCC3)cnc2[nH]1,1
COC(=O)c1ccc2sc(S(N)(=O)=O)cc2c1,1
CCOC(=O)c1c[nH]c2c(F)cc(I)cc2c1=O,1
COC(=O)c1nc(Sc2cccc(Cl)c2)c(C(C)C)n1C,1
N#CCBr.O=C(C=CC1CCCC(=O)N1CC#CCO)Cc1ccccc1,1
COc1cc2ncnc(Cl)c2cc1OC.c1ccc2c(C3CNCCN3)cccc2c1,1
CC(C)(C)c1csc(-c2cc3cc(O)ccc3o2)n1.CCCC(C#N)Oc1ccccc1CO,1
COC(=O)C1(N)CCN(OC)CC1.Cc1cc(C)c(C2CC2)cc1CC(=O)O,1
COc1ccc(C2=NN(C3CCN(C(=O)C(Cc4cn(C)c5ccccc45)NC(=O)OC(C)(C)C)CC3)C(=O)C3CCCCC23)cc1OC,1
Cc1ccc(N=C=O)cc1.NC(=O)c1c(-c2ccc(N)cc2)nsc1NC(=O)N1CCCC1=O,1
CCc1ccc(N(Cc2ccc(C(=O)Cl)cc2)C(=O)Nc2c(C(C)C)cccc2C(C)C)cc1.CNC,1
CCC#CCOc1cc(Cl)ncn1.FC(F)(F)C1CCCNC1,1
N#Cc1ccccc1-c1ccc(C=O)cc1.NC1(C(=O)OCc2ccccc2)CCCC1,1
CC(C)(CO)c1ccc(C(=O)Cl)cc1.Nc1nc2ccc(Br)nc2s1,1
Cc1ccc(B(O)O)cc1.N#Cc1ccccc1Br,1
